duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
2,3.617572,4,5,1,40,2,2,3,0,11,1,1,1,1,2,1
2,5.280137,2.73598,4.563352,0,34.949987,2,10,3,0,11,2,1,2,1,2,1
2,4.412212,4,5,0,40,2,2,3,0,11,2,1,2,1,2,1
3,2.000591,4.380416,5,1,40,0,2,4,0,15,0,0,1,0,1,0
1,4.504571,3.123097,5,0,40,0,2,4,1,11,1,1,0,1,2,0
1,3.46864,2.315042,5,0,40,1,2,3,1,9.071627,1,1,0,1,2,0
1,6.293354,4,5,0,40,2,2,4,0,11,1,1,2,1,2,1
3,3.758411,5.711546,5,0,37.977702,2,2,3,0,12,0,1,2,1,2,1
1,5.688599,4.952001,5,1,36.011636,2,5.405886,3,0,12,1,1,1,1,2,1
1,4.453286,6.064794,5,0,38.172087,1,2,1.732165,1,12,0,1,1,1,2,1
3,6.264938,4.659214,5,0,37.696777,2,2,3,0,9.925983,2,1,2,1,2,1
2,3.859417,4,4.686242,2,40,2,2,3,0,13,2,1,1,1,2,1
3,2.015944,4,5,2,40,2,2,3,0,9.787828,0,1,1,1,2,0
1,2.020535,4.625807,4.549741,0,40,2,2,4,1,9.443922,0,1,1,1,1,1
3,4.484591,4.622726,2.971881,0,40,2,2,3,0,9.217974,2,1,2,1,2,1
2,2.379916,3.095986,5,0,40,0,2,0.660887,0,9.583101,0,1,1,1,2,0
2,4.427625,4,5,1,40,2,2,3,1,11,0,1,1,1,2,1
1,4.469672,2.116314,5,0,34.928169,2,2,5,1,11,2,1,1,1,2,1
2,6.604459,6.06955,5.1,0,38.177743,1,11.462182,5,0,13,1,1,2,1,2,1
2,4.47808,4.540343,4.567728,0,40,2,13.425774,5,1,13,1,1,0,1,1,1
2,4.483294,2.099863,5,1,37.680455,2,2,3,0,11,0,1,1,1,1,1
3,3.98775,4,5,2,40,2,2,3,1,15,0,1,1,1,2,1
1,4.971308,4.643302,5,1,40.75638,2,2,1.877064,0,12,0,1,2,1,2,1
3,4.049671,4.281619,5,2,37.783053,2,2,4,0,11,2,1,1,1,2,1
1,6.340527,4,5,0,40,2,2,17.407891,0,15,2,1,1,1,2,1
3,3.655453,4,5,0,40,2,10,5,1,11,1,1,2,1,2,1
3,3.847285,2.26808,5,0,40,2,2,3,0,11,1,1,2,1,2,1
3,3.745554,6.259851,5.1,0,35.061025,2,2,3,0,11,0,1,1,1,2,1
2,4.584035,3.244115,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,2.979711,1.990139,5,0,37.258994,2,12.99701,17.89515,1,10.072923,0,1,2,1,1,1
2,4.562072,3.023215,5,1,40,2,2,3,0,12,2,1,1,1,2,1
1,1.970917,4,5,2,40,2,2,4,0,9.499807,0,1,1,1,2,0
1,3.183654,4,5,0,40,2,2,7.243049,1,11,0,1,2,1,2,1
2,4.074982,3.166106,4.50767,0,37.874915,1,2,3,0,13,2,0,0,1,0,0
3,3.652009,4,5,0,38.339302,2,2,13.192589,0,12,2,1,1,1,2,1
3,4.387476,7.010767,5,2,38.521008,2,2,3,0,15,2,1,1,1,2,1
1,3.701023,2.978378,1.976375,0,37.218289,0,2,4,1,9.131613,1,1,2,1,0,0
2,3.8708,2.881169,5,0,38.060413,2,2,3,0,15,1,0,1,1,1,0
2,2.91453,4,4.484004,0,34.151806,2,2,4,0,13,0,1,1,1,2,1
3,3.678065,5.313107,5,0,40,2,2,4.82312,0,12,1,1,1,1,2,1
3,2.681944,3.139493,5,0,37.706753,2,2,3,0,11,0,1,1,1,2,1
1,1.984386,4,5,1,37.594656,0,2,4,1,9.243709,1,1,0,1,2,0
3,5.039152,5.043353,5,1,37.85709,2,2,4,0,9.855692,0,1,0,1,1,1
1,3.084257,5.629069,2.079519,0,37.318858,2,2,1.884658,1,10.318717,1,1,1,1,2,1
3,5.495627,4.440509,5,0,34.010045,2,4.968621,5,0,11,0,1,1,1,2,1
1,2.822705,3.325544,5,2,40,2,2,1.782402,0,11,0,0,1,1,1,0
2,7.318245,4,5,0,37.374292,2,10,3,0,8.52782,2,1,0,1,1,1
1,6.158524,6.052446,2.559316,0,40,2,2,5,0,12,0,1,1,1,2,1
2,4.242538,4,5,0,40,2,2,3,0,15,1,1,1,1,2,1
2,4.508083,4,3.903403,1,40,2,2,3,1,9.321151,0,1,0,1,1,1
3,3.883443,4.564281,5,1,40,2,2,3,0,11,1,1,1,1,2,1
2,2.788059,3.054552,5,0,40,0,2,3,0,11,0,0,1,0,1,0
3,1.975311,2.353079,5,2,40,0,2,5,0,11,0,1,1,1,0,0
2,3.797036,4,1.941001,0,40,2,2,3,0,9.361994,0,0,1,1,1,0
3,3.916232,4,5,1,37.747253,2,2,10.069546,1,11,2,1,2,1,2,1
3,4.556449,4,5,1,31.116565,2,2,11.477978,0,11,2,1,1,1,2,1
2,3.858577,4.651994,5,2,40,0,2,3,1,9.019557,0,0,0,1,0,0
3,1.938925,2.496927,2.10354,0,40,0,2,2.150864,0,9.781387,0,0,1,1,2,0
2,5.560313,5.673379,3.825498,0,40,2,2,4,0,15,2,1,2,1,2,1
3,4.345366,4,5,1,37.72609,2,2,3,1,11,0,1,1,1,2,1
2,4.552365,4.553834,5,0,34.200861,2,2,3,0,11,2,1,1,1,2,1
3,3.494019,4,5,0,40,2,2,3,0,9.500456,1,1,2,1,1,1
2,4.152435,4,3.19422,1,40,2,2,18.417282,0,13,1,1,1,1,2,1
2,4.519076,4,5,0,32.819294,2,2,4,0,12,0,1,1,1,0,1
2,3.669435,6.553396,5,2,40,0,2,3,1,15,1,1,0,1,1,0
2,4.593278,4.370149,5,0,40,2,2,3,0,11,1,1,1,1,2,1
1,5.380552,4,5,0,40,2,2,12.31827,0,11,0,1,1,1,2,1
2,2.002543,3.344031,2.193764,2,40,0,2,4,1,9.501163,1,1,1,1,2,0
2,4.433794,4,3.750041,2,37.677775,2,2,3,0,12,2,1,1,1,2,1
2,1.993261,1.991536,1.927057,0,40,2,2,3,1,12,0,1,1,0,0,0
1,2.680962,4,4.113191,0,40,2,2,1.344632,0,12,1,1,1,1,2,1
2,2.841393,2.580623,5,0,40,0,2,3,0,9.887545,0,1,1,1,2,0
2,6.687622,4.514519,5,0,37.876287,2,2,3,0,11,2,1,1,1,1,1
1,2.030369,2.837263,5,0,40,0,2,3,0,15,0,0,1,1,1,0
3,4.619036,4,5,0,37.474093,2,2,3,1,11,0,1,1,1,2,1
2,4.508833,4.373872,5,0,34.908321,2,2,4,0,11,2,1,1,0,2,1
2,4.517869,4,5,2,40,1,2,2.045599,0,11,0,1,1,1,0,0
2,4.463905,4.632138,5,0,40,2,2,4,0,11,2,1,1,1,2,1
2,2.555262,2.726529,5,2,37.235876,0,14,14.843066,0,11,2,0,1,1,1,0
1,2.895546,2.716769,5,0,40,0,2,1.951403,0,11,1,1,1,0,0,0
2,3.865766,1.831312,5,0,40,0,2,1.795741,0,11,0,0,1,0,2,0
2,4.522596,4.326792,5,0,36.681276,2,2,3,0,12,2,1,1,1,2,1
1,6.394006,4,5,0,36.033806,2,2,4,0,11,0,1,1,1,2,1
2,6.980475,4,5,0,34.927023,2,2,4,0,12,2,1,1,1,2,1
3,3.197451,2.784311,5,2,41.191256,2,11.574194,11.467163,1,9.863569,1,1,0,1,1,1
2,5.946851,4,5,0,32.026305,2,2,4,0,11,0,1,2,1,2,1
3,4.609208,4,5,0,34.342987,2,2,-1.636587,0,11,2,1,2,1,2,1
2,5.985761,4,5,0,36.881265,2,2,4,0,11,0,1,1,1,2,1
3,6.494332,2.599954,2.701536,1,40,1,2,3,0,12,2,1,1,1,2,1
2,4.423132,4.578025,5,0,37.110196,2,2,4,0,15,1,1,1,1,2,1
2,2.56512,4.874225,5,0,40,2,2,13.067797,0,12,2,1,1,1,2,1
3,5.376383,4.454646,5,0,40,2,2,3,0,10.053078,2,1,1,1,1,1
1,2.000561,2.293668,2.096276,0,40,2,2,4,0,15,0,0,1,1,1,0
2,2.038437,2.650005,5,0,40,2,2,5,0,12,0,1,2,1,2,1
3,2.484863,2.254262,2.000344,0,40,2,12.355323,17.643527,0,9.209999,2,1,1,1,0,0
1,3.672589,5.247194,2.046901,0,38.122299,2,2,1.722952,0,9.825581,1,1,0,0,2,0
1,4.421371,2.672792,2.070129,0,40,0,2,3,0,10.890758,0,1,0,1,0,0
1,3.274562,4.517028,5,0,40,0,2,3,0,11,0,1,1,1,2,0
2,1.973419,2.890384,5,0,33.386829,2,2,3,0,12,0,1,2,1,2,1
2,2.054664,4.544293,5,2,37.443884,0,2,29.542259,0,11,2,0,1,1,1,0
2,4.516621,4,5,0,40,2,2,3,1,15,1,1,1,1,2,1
3,4.064362,4,5.1,0,35.044261,2,2,3,1,13,1,1,1,1,2,1
2,2.846195,4,5,0,40,2,2,3,1,11,0,1,1,1,2,1
2,4.517278,4.596488,5,0,40,1,2,3,0,12,2,1,1,1,2,1
2,3.51492,4,5,0,37.049895,0,2,3,0,12,1,1,0,1,0,0
2,4.498176,4.2429,5,0,37.868677,2,2,3,0,11,0,1,1,1,2,1
1,1.983603,4,2.876381,2,37.930343,1,2,3,0,9.842455,2,1,1,1,0,0
1,4.036423,4,2.06247,0,40,0,2,2.285462,0,9.545902,0,0,1,1,1,0
2,3.720925,6.842747,2.01738,0,40,0,2,3,0,15,0,1,1,1,2,0
2,2.724416,2.506725,5,0,37.6677,0,2,13.406935,0,11,1,0,0,0,1,0
3,4.469968,4.365846,5,0,37.889347,2,2,20.94076,0,12,2,1,1,1,2,1
2,1.96278,4,5,1,40,2,2,4,1,11,0,1,1,1,2,1
2,3.909755,4.868262,5,0,40,2,2,3,1,11,1,1,0,1,0,0
3,3.791915,4.431224,5,0,40,2,2,4,1,11,1,1,0,1,0,1
3,3.332051,6.168445,5,0,40,2,2,3,1,12,0,1,1,1,2,1
2,4.622212,6.304344,5,0,37.717153,2,2,4,1,9.383993,1,1,0,1,0,1
3,2.017555,2.094045,2.105541,0,40,0,5.768079,5,0,15,2,1,0,1,0,0
1,4.50552,2.894682,5.1,0,37.801048,2,2,0.790681,0,13,0,1,1,1,2,1
2,4.515408,1.976458,5,0,33.94545,2,2,5,0,11,2,1,2,1,2,1
2,3.759764,5.445853,5,0,37.239057,2,2,3,0,11,2,1,1,1,1,1
1,4.415662,2.27563,5,0,38.322372,2,2,4,1,11,1,1,2,1,2,1
2,3.449458,3.247215,1.958244,0,40,2,2,3,0,9.629493,0,0,1,1,1,0
1,6.388674,5.277678,5,2,37.565539,0,2,1.457759,0,12,2,1,1,0,0,0
1,2.052486,4.092677,5,1,32.323102,2,2,3,1,11,2,1,1,1,1,1
2,2.791506,5.816746,2.109871,0,38.161789,2,2,-3.029604,0,15,0,1,2,1,2,1
1,1.972474,4.389678,5,2,40,0,2,3,0,9.046326,0,1,1,1,0,0
1,2.899189,4.83892,1.915758,2,40,2,2,3,0,10.038502,0,1,1,1,2,0
2,3.354999,4.713601,4.673541,1,38.224225,2,2,4,1,8.994597,1,1,1,1,1,1
3,3.742572,4,1.981302,0,32.854432,2,10,9.274109,1,15,1,1,2,1,2,1
3,3.540011,4,2.496663,1,34.210998,2,11.380874,5,0,12,2,1,1,1,1,1
2,5.786983,2.454296,5,1,37.631075,2,2,3,0,11,2,0,2,1,1,1
2,4.466034,4.496703,5,1,40,2,2,5,0,11,1,1,1,1,2,1
1,2.002511,1.924425,1.974778,0,40,0,13.510614,16.299951,0,9.21178,0,1,1,1,0,0
2,2.007753,3.030585,5,0,40,0,2,3,0,11,1,1,1,1,2,0
2,4.472404,4,5,0,31.748047,2,2,3,1,11,2,1,1,1,2,1
3,2.826806,5.439212,5,1,37.785081,2,2,5,0,9.713573,1,1,2,1,2,1
3,3.115999,5.723084,5,0,40,0,12.615338,21.639783,0,11,2,0,1,1,1,0
1,1.981473,4,5,0,40,2,2,3.606674,1,9.387765,0,0,1,1,1,0
3,3.843668,2.098756,3.23915,0,40,2,2,3,0,10.056827,0,1,1,1,2,1
1,2.778583,2.152804,5,1,37.261589,0,2,3,0,12,1,0,1,1,0,0
2,4.468638,4.591831,5,0,37.387337,2,2,5,0,12,1,1,1,1,2,1
2,2.792854,3.425386,5,1,36.460026,2,2,4,1,11,2,1,1,1,2,1
1,2.020195,4,5,1,37.458575,0,2,3,0,9.955985,1,1,1,1,2,0
2,4.547586,4,5,0,37.423259,2,2,4,0,12,0,1,1,1,2,1
2,5.956598,5.00096,5,2,37.646639,2,2,3,0,9.333043,0,1,1,1,1,1
1,3.08421,4,5,0,38.263764,2,2,1.62622,1,12,2,1,1,1,1,1
2,4.436168,4.662534,5,0,40,2,2,3,1,15,2,1,0,1,1,1
2,3.073264,5.216952,4.593342,0,40,2,2,2.73726,1,13,0,1,1,1,1,1
2,2.032868,4,5,0,40,2,2,3,1,15,0,1,1,1,2,1
3,5.490046,2.810696,3.0431,0,40,2,2,4,1,13,1,1,2,1,2,0
2,6.30834,4.539268,5,0,38.354624,2,2,3,0,11,2,1,2,1,2,1
1,5.777539,4,5,1,35.883441,2,2,1.694851,0,10.337955,2,1,1,1,2,1
3,2.803739,1.741191,2.067358,0,40,1,2,4,0,10.009967,0,0,1,1,1,0
3,2.723549,4.350708,5,0,40,2,2,3,1,11,0,1,1,1,1,1
3,2.922103,2.310935,5,0,40,2,2,15.474366,0,12,1,1,2,1,2,1
1,1.993239,4,5,2,38.345898,0,12.97453,4,0,12,2,1,1,1,2,0
2,2.490224,4.877634,5,0,36.858267,2,2,3,0,11,2,1,1,1,2,1
1,2.04745,5.191108,5,2,40,2,14,4,0,9.700757,1,1,0,1,2,0
3,1.969758,2.739895,5,0,37.767565,2,10,3,1,15,2,1,2,1,2,1
3,3.911512,3.244735,5,0,40,2,2,3,0,11,1,1,1,1,2,1
3,3.937704,4,5,2,40.315204,2,2,3,0,11,0,1,2,1,2,1
3,2.956037,2.561952,5,0,40,0,4.16141,4,0,11,2,1,1,1,2,0
1,2.461604,3.236477,5,2,39,2,2,3,0,12,1,0,1,0,1,0
3,6.074507,2.708672,5,0,40,2,2,3,0,12,0,1,2,1,2,1
2,4.109212,6.353492,5,0,40,0,2,0.730834,0,9.574009,0,1,1,1,0,0
1,3.18146,2.18957,5,0,40,2,10,4,0,9.310326,1,1,1,1,2,1
3,2.055447,4.624696,5,0,32.619887,2,2,3,1,12,0,1,1,1,1,1
1,5.955863,4.461133,1.961809,0,40,0,2,3,1,9.693369,1,0,1,1,1,0
2,5.640317,6.053807,5,0,40,2,10,4,0,11,1,1,1,1,2,1
2,2.043114,3.090717,5,0,40,0,2,3,0,11,0,0,1,0,1,0
2,3.747012,3.101023,5,0,38.372138,2,2,3,0,11,2,1,1,1,2,1
2,4.431147,3.277008,5,0,40,2,13.348498,4,0,11,2,1,1,1,2,1
2,3.49814,4.567516,5,0,40,2,2,3,0,12,0,1,1,1,2,0
2,3.86681,4.273816,4.012592,0,39,0,2,1.419619,1,12,1,0,0,0,0,0
3,3.38256,4,5,0,38.30113,2,10,1.489838,0,12,1,1,1,1,2,1
2,2.69189,4.600883,5,0,39,2,2,3,0,12,1,1,1,1,0,0
1,2.007154,4,2.016211,0,40,2,2,3,0,9.900873,0,1,1,1,0,0
1,4.467557,4.596947,5,0,40,2,10,5,0,12,2,1,2,1,2,1
3,3.806302,5.13765,4.594723,0,37.831639,2,2,11.261142,0,13,0,1,1,1,1,1
3,4.01389,4,5,0,40,2,2,3,0,11,2,1,2,1,1,1
2,3.966474,4,5,0,40,0,2,3,1,9.375498,1,1,1,1,1,0
3,2.005973,2.51783,5,0,40,0,2,5,1,10.19066,1,1,2,1,2,0
2,5.451116,4.635928,5,0,40,0,2,3,0,10.479297,0,1,1,1,0,0
3,3.749395,4.448504,5,2,38.110334,2,2,4,0,11,0,1,1,1,2,1
3,4.443106,4.544493,5,0,34.249556,0,2,3,0,9.345447,2,0,1,1,0,0
2,5.28849,5.147397,5,0,40,2,2,4,1,12,0,1,1,1,2,1
2,5.480076,4.159993,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,3.184472,5.706496,5,0,37.314582,2,2,3,1,11,1,1,2,1,1,1
1,2.884226,2.72252,5,0,37.197593,2,2,5,1,11,0,1,2,1,2,1
1,2.011694,2.531805,5,2,38.309909,1,2,5.727271,1,11,2,1,0,1,2,0
3,3.699397,4,5,0,37.320746,2,2,3,0,11,1,1,0,1,2,1
1,4.54468,5.380246,5,0,40,2,2,2.489964,0,11,0,1,1,1,2,1
3,5.931906,5.60623,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,5.933081,5.171453,4.638329,0,40,2,2,3,0,11,1,1,1,1,2,1
3,2.040692,2.201865,5,0,37.775821,2,2,2.806922,1,9.702588,1,0,0,1,0,0
2,4.356556,3.368323,5,0,32.438151,2,11.697038,5,0,11,2,1,1,1,2,1
3,2.01071,4.115975,5,0,37.487296,2,2,4,1,9.668767,2,1,0,1,2,0
2,4.448772,4,5,2,40,2,2,3,0,11,1,1,1,1,2,1
1,2.075742,4,5.1,1,37.981203,0,2,4,0,15,1,1,1,1,0,0
3,3.754023,2.854726,5,0,40,2,5.895454,0.217336,0,11,1,1,1,1,2,1
3,6.073932,5.482139,5,0,37.133713,2,2,3,0,12,2,1,1,1,2,1
3,3.97355,4,5,0,40,0,2,3,0,12,1,1,1,1,2,1
3,4.775623,4,1.995058,1,40,2,2,3,0,10.085514,0,1,1,1,2,0
1,3.657574,4,5,0,40,2,2,4,0,11,0,0,1,0,1,0
2,4.234896,4,5,0,39,0,2,3,0,15,0,1,1,1,2,0
2,4.570887,4,3.146598,0,40,1,14,5,0,12,2,1,1,1,2,1
3,1.965111,5.456258,3.004035,1,40,2,2,3,1,13,0,1,1,1,2,1
1,6.450098,2.066503,5.1,1,33.017398,2,2,4,0,13,2,1,1,1,2,1
1,2.051863,2.696475,5,0,40,2,2,3,0,11,0,0,0,1,0,0
3,3.547208,4,5,1,40,2,12.634663,4,0,12,1,1,1,1,2,1
1,2.792532,4,5,0,40,1,2,3.21165,0,11,1,1,1,1,2,1
2,2.724833,1.89653,5,0,40,2,10,3.033024,0,9.913377,0,1,1,1,2,0
3,2.024223,2.20849,5,2,39,1,2,5,1,11,1,1,2,1,0,0
3,3.107665,4,5,0,37.839102,2,10,3,1,12,0,1,1,1,2,1
3,2.011639,2.157427,5,2,38.813868,2,2,5,0,11,1,1,0,1,2,0
2,2.925912,2.908184,5,0,38.132431,2,2,1.985022,0,11,1,1,0,1,0,0
2,5.505621,4,5,0,40,2,2,3,0,11,1,1,2,1,1,1
3,1.939622,3.165746,1.987694,0,40,1,2,3,0,11,0,1,1,1,0,0
3,5.862527,4.42508,5.1,1,38.516058,2,2,3,0,13,0,1,1,1,2,1
3,1.995469,5.726161,5,0,36.674228,2,2,3,0,12,2,1,1,1,2,1
2,5.035498,4,5,0,37.466902,2,2,4,0,11,1,1,2,1,2,1
2,4.589075,4,4.650473,2,37.332143,0,2,3,1,11,1,1,2,1,2,0
2,2.972431,2.891942,5,0,38.056187,2,2,3,0,12,1,1,0,1,2,0
3,1.972918,4,5,0,40,2,2,1.172157,0,8.959036,0,1,1,1,2,0
2,5.455185,4.688293,5,2,37.76842,2,2,5,0,9.681382,2,1,2,1,2,1
2,4.492401,4,3.299365,0,37.614252,2,10,1.106659,0,9.423269,1,1,2,1,2,1
3,4.468937,4.333853,1.974901,0,37.148824,2,2,3,0,10.26246,1,1,2,1,2,1
1,5.041597,4,5,0,35.496803,2,1.804833,4,1,11,1,1,1,1,2,1
3,2.014814,2.204349,5,0,40,0,2,5,1,11,0,0,0,0,0,0
1,2.556521,4.550338,5,0,38.112757,2,2,3,0,11,0,1,2,1,2,1
1,2.497701,4,5,0,37.178508,2,2,0.569388,0,11,1,1,2,1,2,1
3,3.825308,2.754474,5.1,0,37.900597,2,2,3,0,9.899202,2,1,1,1,2,1
1,3.493071,2.40857,5,2,40,0,2,0.938081,0,11,0,1,2,1,0,0
2,4.502621,4,5,0,40,2,2,4,0,12,0,1,2,1,2,1
1,3.947541,4.603138,5,0,37.40332,2,2,3,0,9.596233,1,1,1,1,2,0
3,7.108357,4.600985,5,0,36.13526,2,2,14.984571,0,11,2,1,1,1,1,1
2,3.234449,2.430455,5,2,40,2,6.052532,11.254385,0,9.339826,2,1,0,1,2,0
2,2.038195,3.101179,5,2,40,2,2,4,1,12,1,1,1,1,2,1
2,2.793419,3.258233,5,2,31.062013,2,2,3,0,12,2,1,2,1,2,1
2,2.800045,2.586598,2.038692,1,40,2,2,6.973535,0,15,2,1,1,1,2,0
2,6.032322,4,5,0,38.221019,2,2,3,1,11,2,1,0,1,2,0
2,4.439563,4.583954,4.600801,1,38.660737,2,2,4,0,13,0,1,1,1,2,1
2,2.675325,2.950796,5,0,40,0,2,3,0,8.988273,0,1,1,1,2,0
3,6.625612,4.801052,5,0,32.295513,2,2,1.459445,0,13,2,1,2,1,2,1
2,4.445205,4,5,0,35.734307,2,14,8.970983,0,11,0,1,1,1,2,1
2,3.463606,4,5,0,40,0,13.246389,3,0,15,0,0,1,1,1,0
2,3.070421,2.921466,5,0,38.047945,2,2,3.899498,0,12,0,1,2,1,2,1
2,4.381399,4,5,0,40,1,2,-7.791012,0,12,0,1,1,1,2,1
3,1.964775,2.59276,5,2,40,0,2,5,0,9.916641,0,1,1,1,0,0
1,6.749355,4,4.596799,0,37.979678,2,2,17.092053,0,11,1,1,1,1,2,1
2,4.433057,5.18604,5,0,40,2,2,5,0,11,1,1,2,1,2,1
3,6.633859,5.641058,5,0,36.872562,2,2,4,0,11,0,1,2,1,2,1
1,2.050514,3.154636,1.984488,2,37.53141,0,2,3,0,10.365259,1,1,1,1,2,0
3,6.12201,6.041492,4.609613,0,40,2,2,3,0,11,1,1,1,1,1,1
1,2.0028,4,5,2,40,0,2,3,1,9.481955,2,0,0,1,0,0
2,4.533934,4,5,1,40,2,2,1.341736,0,11,2,1,1,1,2,1
2,5.568199,4.437462,4.672363,1,38.468738,2,2,16.775565,0,15,0,1,1,1,1,1
1,2.048788,4,5,0,40,0,2,3,1,11,1,0,0,0,0,0
2,2.741409,2.308354,5,2,35.625454,2,10,5,0,11,0,1,1,1,2,1
2,6.313412,4.613036,5,1,40,2,2,4,0,12,1,1,1,1,0,1
2,5.933441,5.974027,3.002058,0,40,2,2,3,0,10.124217,1,1,2,1,2,1
2,4.557892,4,5,0,38.042324,2,14,3,0,11,1,1,1,1,2,1
2,3.566619,4,2.104436,0,40,2,2,3,1,11,1,1,1,1,2,0
2,2.6868,4.81936,2.051202,2,40,2,5.151495,5,0,12,2,1,1,1,2,0
2,4.510446,3.113166,5,2,38.250332,1,2,5,0,10.001993,1,1,2,1,1,1
3,3.504052,5.481364,5,0,40,2,2,1.249668,0,12,0,1,2,1,2,1
2,3.653903,2.61973,5.1,0,33.891985,2,10,3,0,15,0,1,1,1,1,1
3,5.420403,5.715994,5,0,40,2,2,3,0,11,0,1,2,1,2,1
1,2.769067,4,5,1,35.041328,2,2,11.077651,1,15,0,1,1,1,1,1
3,4.039079,2.972093,5,0,38.599029,2,2,3,0,15,2,1,2,1,2,1
2,3.532001,7.368382,5,0,37.64092,1,14,5,0,9.284814,0,1,1,0,2,0
2,2.982796,3.007762,1.886556,2,37.316497,2,2,3,0,9.617143,1,1,1,1,2,0
1,1.982478,4,2.028484,0,40,0,2,3,0,9.406353,0,0,0,1,0,0
1,2.012595,4,5,0,40,0,2,5,0,9.771448,0,0,1,1,0,0
3,4.520075,2.637583,5,1,40,2,2,3,0,12,0,1,2,1,2,1
1,5.266688,3.5025,5,0,40,2,2,1.062051,0,12,2,1,2,1,2,1
3,1.989823,2.448576,2.086528,0,40,0,12.41259,5,0,9.392259,0,1,1,1,2,0
3,4.626094,4.71332,5,0,37.506084,2,2,4,1,10.019136,2,1,1,1,2,1
2,4.389992,4,5,0,40,0,2,3,0,8.858119,0,1,1,1,2,0
3,1.932077,4.458257,2.531603,2,40,2,0.926733,3,0,15,2,1,1,1,2,1
3,1.966419,2.887833,5.1,0,37.5838,2,2,1.867234,0,11,1,0,1,1,2,0
3,1.996548,4.558896,5,0,40,2,2,1.620831,1,12,0,1,1,1,2,1
2,3.970367,4,5,2,40,1,2,3,0,8.982317,0,0,1,0,2,0
3,3.813652,2.650724,5,1,40,2,2,3,1,11,0,1,0,1,1,1
3,4.52366,4.539869,5,0,37.856589,1,9.681511,4,0,11,2,0,1,1,1,0
2,4.498832,4.950229,3.596964,0,40,0,2,3,0,12,1,1,2,1,2,1
2,4.44185,4,5,1,37.804002,2,7.295643,5,0,11,0,1,2,1,2,1
3,3.439715,4,5,0,37.674079,0,2,3,0,11,0,1,2,1,1,1
2,3.826871,5.40574,5,2,37.162935,1,14,1.78523,0,11,1,1,2,1,1,1
2,4.489019,4,5,0,40,2,2,3,0,12,1,1,1,1,2,1
2,4.460873,5.086996,5,0,40,0,2,3,0,11,0,1,1,1,2,0
2,2.293873,2.802877,5,2,40,0,2,2.023789,1,11,1,1,0,1,2,0
3,2.007581,4.670131,5,0,39,2,2,3,0,9.854372,1,1,1,1,2,0
1,4.111241,5.783939,5,1,39,2,2,12.438397,0,11,2,1,1,1,2,1
2,3.526688,5.712202,1.440153,1,35.545401,2,2,3,1,13,2,1,1,1,2,1
2,3.612009,4,5,2,40,0,2,3,0,11,0,0,1,1,1,0
1,2.001361,4,1.945093,0,36.076819,1,14,1.1552,1,9.644963,0,1,0,1,2,0
2,4.456453,3.237743,2.768122,1,40,2,2,4,0,15,0,1,2,1,2,1
3,4.748429,4.405864,5,0,37.737698,2,2,24.215385,0,11,0,1,1,1,2,1
2,4.545395,2.763299,5,1,38.00407,2,2,5,1,12,0,1,2,1,2,1
2,4.577459,4,5,0,30.038037,2,2,3,0,11,2,1,1,1,2,1
3,4.050362,4,4.518148,0,32.245606,2,2,9.318512,0,13,0,1,2,1,2,1
2,4.522696,4,5,0,32.40625,2,2,4,0,11,1,1,1,1,2,1
1,2.027584,6.743421,5,0,40,0,2,3,0,10.16519,1,0,0,1,0,0
2,4.456638,4,5,0,40,1,2,3,0,11,2,1,2,1,2,1
2,3.465958,4,2.113886,0,37.940285,0,2,3,0,9.525882,0,1,1,1,2,0
1,2.030668,5.325861,5,0,35.248829,0,2,3,0,12,1,0,1,1,2,0
2,5.209758,5.514875,5,0,36.908469,2,2,4,0,11,0,1,2,1,2,1
2,2.288412,4.318029,5,0,34.980632,2,2,3,1,10.016863,1,1,0,1,2,0
2,3.249447,6.751833,5,2,40,2,2,3,1,13,1,1,0,1,0,0
2,2.229458,4,5.1,0,40,2,2,5,1,13,0,1,0,1,1,1
2,4.505038,4,5,0,37.832564,2,13.259026,10.307946,0,11,2,1,1,0,2,1
3,3.448811,4,5,0,40,2,2,3,0,11,1,1,2,1,2,1
1,2.005578,4,1.990736,0,40,2,2,3,0,12,0,0,1,0,2,0
1,2.015444,4.363755,5,0,38.436996,2,2,16.027226,0,11,0,1,1,1,0,1
2,2.751936,4.55412,4.655308,1,40,2,2,5,1,13,0,1,0,1,0,1
2,4.529999,4,5,0,31.797568,2,2,3,0,12,2,1,2,1,2,1
1,2.610774,4,5,1,31.438348,2,2,4,1,12,0,1,0,1,1,1
3,2.010269,3.245811,5,1,37.407434,2,2,3,1,10.157058,2,1,1,1,2,1
2,4.567771,4,5,1,38.142544,2,2,1.9752,0,11,0,1,1,1,2,1
2,7.028747,6.233896,5,0,36.156552,2,2,3,0,9.199316,2,1,1,1,2,1
3,6.049463,4.964354,5,0,40,2,2,3,0,11,1,1,1,1,2,1
1,3.972475,4,5,0,37.173569,0,2,5,1,11,1,1,0,1,2,0
